Brand Name,Date,Week,Branch,Source,Session,Store Type,Region,Net Sales,Discount,Taxes,Gross Sales,Quantity,Orders,Dis %,AOV,AOV Bucket,Discount Bucket
Frozen Bottle,2025-04-01,WK 14,Adoor,In Store,,FOFO,Kerela,7493.0,189.0,1348.74,7682.0,0,24,2.4602967977089296,312.2083333333333,300-400,1%-10%
Frozen Bottle,2025-04-01,WK 14,Adoor,Swiggy,,FOFO,Kerela,4207.45,1101.55,750.5,5059.0,0,13,21.774066020952755,323.65,300-400,20%-30%
Frozen Bottle,2025-04-01,WK 14,Adoor,Zomato,,FOFO,Kerela,846.0,150.0,152.28,956.0,0,2,15.690376569037657,423.0,400-500,10%-20%
Frozen Bottle,2025-04-01,WK 14,Agra,In Store,,FOFO,ROI,2546.0,0.0,458.28,2546.0,0,6,0.0,424.3333333333333,400-500,0%
Frozen Bottle,2025-04-01,WK 14,Agra,Swiggy,,FOFO,ROI,261.6,176.4,46.0,398.0,0,2,44.321608040201006,130.8,100-200,40%-50%
Frozen Bottle,2025-04-01,WK 14,Agra,Zomato,,FOFO,ROI,2872.4,665.6,517.08,3388.0,0,9,19.64580873671783,319.15555555555557,300-400,10%-20%
Boba Bar,2025-04-01,WK 14,Akshay Nagar,In Store,,FOFO,KA,498.0,0.0,89.64,498.0,0,2,0.0,249.0,200-300,0%
Boba Bar,2025-04-01,WK 14,Akshay Nagar,Swiggy,,FOFO,KA,200.8,88.2,35.86,279.0,0,1,31.612903225806456,200.8,200-300,30%-40%
Boba Bar,2025-04-01,WK 14,Akshay Nagar,Zomato,,FOFO,KA,1220.0,175.0,219.60000000000002,1345.0,0,2,13.011152416356877,610.0,600-900,10%-20%
Frozen Bottle,2025-04-01,WK 14,Akshay Nagar,In Store,,FOFO,KA,2775.28,756.0,499.56,3531.28,0,12,21.408667678575473,231.27333333333334,200-300,20%-30%
Frozen Bottle,2025-04-01,WK 14,Akshay Nagar,Others,,FOFO,KA,372.62,100.38,67.06,453.0,0,2,22.158940397350992,186.31,100-200,20%-30%
Frozen Bottle,2025-04-01,WK 14,Akshay Nagar,Swiggy,,FOFO,KA,4934.27,1185.73,881.9,5890.0,0,16,20.131239388794565,308.391875,300-400,20%-30%
Frozen Bottle,2025-04-01,WK 14,Akshay Nagar,Zomato,,FOFO,KA,2750.7,1190.29,495.18,3770.99,0,10,31.56439025295745,275.07,200-300,30%-40%
Madno,2025-04-01,WK 14,Akshay Nagar,Swiggy,,FOFO,KA,369.8,88.2,64.76,448.0,0,1,19.6875,369.8,300-400,10%-20%
Madno,2025-04-01,WK 14,Akshay Nagar,Zomato,,FOFO,KA,493.0,125.0,88.76,598.0,0,1,20.903010033444815,493.0,400-500,20%-30%
Frozen Bottle,2025-04-01,WK 14,Aluva,In Store,,FOFO,Kerela,5088.0,0.0,915.84,5088.0,0,19,0.0,267.7894736842105,200-300,0%
